index,title,company,Skills,city,state,posted_date,type,salary,type,sal_min,sal_max,sal_median,origin
349,Sr Data Scientist,SHOP.COM / Market America,"Pytorch, Tensorflow, scikit-Learn, Python, SQL",,,3/27/2023,Full Time,Depends on Experience,,,,,dice.com
350,,,,,,,,,,,,,dice.com
351,Data Scientist Only on W2 - (Initially REMOTE),Xcelo Group Inc,,,,4/10/2023,"Full Time, Part Time, Contract: Corp-To-Corp, W2, Independent",,,,,,dice.com
352,,,,,,,,,,,,,dice.com
353,Senior Data Scientist (US Remote Eligible),General Mills,,Minneapolis,MN,4/4/2023,Full Time,Depends on Experience,,,,,dice.com
354,Senior Data Scientist,Eliassen Group,,Charlotte,NC,3/16/2023,Contract: W2,,,,,,dice.com
355,Data Scientist (Remote),Surya Systems,"SQL, Python",,,1/13/2023,"Contract: Corp-To-Corp, W2, 12+ Month(s)",$Market,,,,,dice.com
356,IT|Data Analysis - Data Scientist I,Stellar Consulting Solutions,,Santa Clara,CA,3/27/2023,"Contract: W2, Corp-To-Corp, Independent, 5 month(s)",,,,,,dice.com
357,Data Scientist,AccruePartners,"Python, Domino",,,3/16/2023,Contract: W2,,,,,,dice.com
358,Data Scientist/Optical Physicist - Direct Hire,Kelly,"Computer, Engineering, Python, Embedded, Developer, IT",Denver,CO,4/13/2023,Full Time,,,,,,dice.com
359,Senior Data Scientist,Infinity Consulting Solutions,"Python, SQL, Application, Modeling, Web, Consulting, ICS, Accounting",Lisle,IL,3/23/2023,Full Time,,,,,,dice.com
360,Data Scientist / ML/AI/ Chemical Engineering / Manufacturing,Motion Recruitment,,Houston,TX,4/7/2023,Full Time,,,,,,dice.com
361,Data Scientist/ Masters or PhD required,Motion Recruitment,,Salt Lake City,AZ,4/5/2023,Full Time,,,,,,dice.com
362,,,,,,,,,,,,,dice.com
363,Data Scientist,Motion Recruitment,,Arlington,VA,3/3/2023,Full Time,,,,,,dice.com
364,Data Scientist,Eliassen Group,,Stamford,CT,3/2/2023,Contract: W2,,,,,,dice.com
365,Data Scientist,EKIN Solutions Inc,"ML, Hadoop Ecosystem, Spark",,,3/16/2023,Full Time,"$100,000 - $140,000",yearly,100000,140000,120000,dice.com
366,Senior Data Scientist,Centraprise Corp,Python,,,3/2/2023,"Full Time, Contract: W2",$DOE,,,,,dice.com
367,"Lead Data Scientist, Underwriting",New York Life Insurance Company,"AI, Analytical, IT, Python, SQL, Oracle, Sales, Foundation",,,3/27/2023,Full Time,,,,,,dice.com
368,Remote Data Scientist,Apex Systems,,Johnston,IA,3/10/2023,Full Time,,,,,,dice.com
369,R Developer/ Data Scientist,Quantum Vision LLC,R,Jersey City,NJ,3/30/2023,"Contract: W2, Corp-To-Corp, Independent, 12 month(s)",,,,,,dice.com
370,Data Scientist/Analyst,Software Guidance & Assistance,,San Francisco,CA,3/9/2023,"Contract: W2, Corp-To-Corp, Independent",$90.0 - $105.0,yearly,90000,105000,97500,dice.com
371,Data Scientist,Robert Half,"IT, Engineering, Computer, SQL, Python, Analysis, Networks",Houston,TX,3/10/2023,"Contract: Independent, W2",$61.75 to $71.50 hourly,hourly,61.75,71.5,66.63,dice.com
372,Data Scientist - Cyber,"ConsultNet, LLC","Director, Computer, Physics, Engineering, Python, SQL, AWS",Rockville,MD,3/16/2023,Full Time,,,,,,dice.com
373,Jr. Data Scientist,Skilltune,"emass, xacta",New York,NY,3/20/2023,"Contract: W2, 14 Month(s)",$40 - $55,yearly,40000,55000,47500,dice.com
374,,,,,,,,,,,,,dice.com
375,,,,,,,,,,,,,dice.com
376,"Lead Data Scientist at Reston, Virginia (Initial Remote)","KMM Technologies, Inc","Hadoop, Analytics, AWS, ML, Hive",Reston,VA,4/13/2023,"Contract: W2, Independent, Corp-To-Corp, 24",,,,,,dice.com
377,Senior Data Scientist Health and Wellness DTC Consumer Product Company,Motion Recruitment,,Watertown,MA,4/8/2023,Full Time,,,,,,dice.com
378,Data Analyst/Scientist (Oracle),World Wide Technology,"Data Scientist, Oracle",,,4/5/2023,"Contract: W2, 12 Month(s)",Depends on Experience,,,,,dice.com
379,,,,,,,,,,,,,dice.com
380,Data Scientist 3,HII Mission Technologies,,San Antonio,TX,3/2/2023,Full Time,,,,,,dice.com
381,Data Scientist / Data Analyst,"firstPRO, Inc",R,Camden,NJ,3/22/2023,Full Time,"$80,000 - $100,000",yearly,80000,100000,90000,dice.com
382,Data Scientist - Hybrid,Benchmark IT- Technology Talent,"Data Science, Stem, AI, ML, Ds, Python, R, Matlab, Tensorflow, Tesseract, Pytorch, Keras, CI/CD, AWS, Azure, GCP, Github, Bitbucket, Google Colab, Kaggle, Communication",Greenwich,CT,2/28/2023,Full Time,Depends on Experience,,,,,dice.com
383,Adtech Data Scientist - 100% Remote in US,Motion Recruitment,,Boston,MA,4/3/2023,Full Time,,,,,,dice.com
384,Data Scientist (Hybrid Onsite 2 days a week),Xoriant Corporation,"Python, Unix, Oracle",Tampa,FL,4/5/2023,"Contract: Independent, W2, 12 Month(s)",$70 - $80,yearly,70000,80000,75000,dice.com
385,Senior Data Scientist,Infinity Consulting Solutions,"Analytical, Engineer, Computer, Research, Consulting, ICS, Accounting",Houston,TX,3/11/2023,Full Time,,,,,,dice.com
386,Data Scientist/ Agronomic Development,Motion Recruitment,,Philadelphia,PA,3/4/2023,Full Time,,,,,,dice.com
387,Data Scientist,Motion Recruitment,,San Diego ,CA,2/15/2023,Full Time,,,,,,dice.com
388,Data Scientist,Motion Recruitment,,Carlsbad,CA,2/15/2023,Full Time,,,,,,dice.com
389,Data Scientist,Motion Recruitment,,Torrance ,CA,2/15/2023,Full Time,,,,,,dice.com
390,Data Scientist,Motion Recruitment,,Los Angeles,CA,2/14/2023,Full Time,,,,,,dice.com
391,Data Scientist,Motion Recruitment,,Irvine ,CA,2/14/2023,Full Time,,,,,,dice.com
392,Data Scientist,SAIC,"Management, Systems, Python, NLP",Macdill AFB,FL,2/24/2023,Full Time,,,,,,dice.com
393,Data Scientist,AccruePartners,"IT, Engineers, Engineering, Computer, Systems, Python, SQL",Fort Mill,SC,2/24/2023,Full Time,,,,,,dice.com
394,Jr. Machine Learning Data Scientist,"K2 Partnering Solutions, Inc.","Python, ML",,,3/13/2023,"Contract: W2, 6 Month(s)",$50 - $60,yearly,50000,60000,55000,dice.com
395,Data Scientist,BNY Mellon Corporation,"Analysis, Python, Java, Matlab, SQL, Foundation",Pittsburgh,PA,2/23/2023,Full Time,,,,,,dice.com
396,Data Scientist,BNY Mellon Corporation,"Computer, Programming, Python, Java, Matlab, SQL, Foundation",Lake Mary,FL,2/23/2023,Full Time,,,,,,dice.com
397,Data Scientist,BNY Mellon Corporation,"Computer, Programming, Python, Java, Matlab, SQL, Foundation",Pittsburgh,PA,2/23/2023,Full Time,,,,,,dice.com
398,Data Scientist / Hybrid in Dallas,Motion Recruitment,,Dallas,TX,3/7/2023,Full Time,,,,,,dice.com
399,Data Scientist (TS/SCI w/ poly),Motion Recruitment,,Washington,DC,3/3/2023,Full Time,,,,,,dice.com
400,Data Engineer,Beacon Hill Technologies,Data Engineer,,,4/12/2023,Contract: W2,,,,,,dice.com
401,Data Engineer,Experis,Data Engineer,Englewood,CO,4/12/2023,Contract: W2,$60 - $77 per hour,hourly,60000,77000,68500,dice.com
402,Data Engineer,Randstad Technologies,Data Engineer,Addison,TX,4/14/2023,Contract: W2,USD58 - USD68,hourly,58000,68000,63000,dice.com
403,Data Engineer,Randstad Technologies,Data Engineer,Atlanta,GA,4/10/2023,Contract: W2,USD40 - USD50,hourly,40000,50000,45000,dice.com
404,Data Engineer,Randstad Technologies,Data Engineer,Atlanta,GA,4/10/2023,Contract: W2,USD40 - USD50,hourly,40000,50000,45000,dice.com
405,Data Engineer,Precision Resource Group Limited,Data Engineer,,,4/9/2023,Full Time,$160000 - $180000 per annum,yearly,160000,180000,170000,dice.com
406,Data Engineer,Infinite Computer Solutions (ICS),Data Engineer,Ashburn,VA,4/12/2023,Contract: W2,$60 - $70,yearly,60000,70000,65000,dice.com
407,Data Engineer,Mastech Digital,Data Engineer,Smithfield,RI,4/7/2023,"Contract: W2, Independent, 9+ month(s)",$65.00 - $75.00 per hour,hourly,65000,75000,70000,dice.com
408,Data Engineer,Randstad Technologies,Data Engineer,Smithfield,RI,4/9/2023,Contract: W2,USD79 - USD80,hourly,79000,80000,79500,dice.com
409,Data Engineer,Prontoux INC,Data Engineer,,,4/3/2023,Full Time,Depends on Experience,,,,,dice.com
410,Data Engineer,Xplora Search Group,Data Engineer,,,4/3/2023,Full Time,"$100,000 - $125,000",yearly,100000,125000,112500,dice.com
411,Data Engineer,Randstad Technologies,Data Engineer,Charlotte,NC,4/5/2023,Full Time,USD60 - USD70,hourly,60000,70000,65000,dice.com
412,Data Engineer II,Randstad Technologies,Data Engineer II,Jacksonville,FL,4/8/2023,Full Time,"USD90,000 - USD110,000",yearly,90000,110000,100000,dice.com
413,Data Engineer,Randstad Technologies,Data Engineer,Waukesha,WI,3/28/2023,Contract: W2,USD50 - USD60,hourly,50000,60000,55000,dice.com
414,Data Engineer/Scientist,Randstad Technologies,Data Engineer/Scientist,Chicago,IL,4/10/2023,Contract: W2,USD68 - USD69,hourly,68000,69000,68500,dice.com
415,Sr. Data Engineer,Beacon Hill Staffing Group,Sr. Data Engineer,Milwaukee,WI,4/14/2023,Full Time,,,,,,dice.com
416,Sr. Data Engineer,Beacon Hill Staffing Group,Sr. Data Engineer,Milwaukee,WI,4/14/2023,Full Time,,,,,,dice.com
417,Data Engineer IV,Randstad Technologies,Data Engineer IV,Charlotte,NC,4/5/2023,Contract: W2,USD69 - USD79,hourly,69000,79000,74000,dice.com
418,Data Engineer (SQL),Vaco Technology,Data Engineer (SQL),Charlotte,NC,4/12/2023,Full Time,$130000 - $140000 per annum,yearly,130000,140000,135000,dice.com
419,Senior Data Engineer,Randstad Technologies,Senior Data Engineer,Kansas City,MO,4/12/2023,Contract: W2,USD80 - USD85,hourly,80000,85000,82500,dice.com
420,Data Engineer,Henderson Scott Limited,Data Engineer,Austin,TX,3/24/2023,Full Time,$150000.00 - $170000.00 per annum,yearly,150000,170000,160000,dice.com
421,Senior Data Engineer,Mastech Digital,Senior Data Engineer,Stamford,CT,4/7/2023,"Contract: Independent, W2, 9+ month(s)",Market,,,,,dice.com
422,AWS Data Engineer,Codeforce 360,AWS Data Engineer,Malvern,PA,4/6/2023,"Contract: Corp-To-Corp, 6 month(s)",,,,,,dice.com
423,Data Engineer/Developer,Randstad Technologies,Data Engineer/Developer,Charlotte,NC,4/5/2023,Contract: W2,USD60 - USD70,hourly,60000,70000,65000,dice.com
424,Data Engineer,M9 Consulting,"Data Engineer, GCP, ETL, Jenkins",Atlanta,GA,4/14/2023,Full Time,"$100,000 - $140,000",yearly,100000,140000,120000,dice.com
425,Cloud Data Engineer,SmartIMS Inc.,"Data Engineer, Cloud Data Engineer, AWS, Rds, SQL, Python, Kafka, Spark",Pennington,NJ,4/12/2023,"Contract: Independent, W2, Corp-To-Corp, 12 Month(s)",Depends on Experience,,,,,dice.com
426,Data Engineer,DataFactZ,"Data Engineer, Teradata, AWS Redshift",Jersey City,NJ,4/5/2023,"Contract: W2, 12 Month(s)",Depends on Experience,,,,,dice.com
427,Azure Cloud Data Engineer,"E-Solutions, Inc.","Azure, Informatica, Data Engineer",Mount Laurel,NJ,4/12/2023,Full Time,,,,,,dice.com
428,Sr Azure Data Engineer,iTechStack,"Azure Data Factory, Python, Databricks, SQL, Synapse Analytics, Parque and Delta Tables, Azure SDK, Azure Data Engineer, Azure Engineer, Data Engineer",Warren,NJ,4/12/2023,"Contract: W2, Independent",$0 - $0,,,,,dice.com
429,Senior Data Engineer,"Niha Technologies, Inc.",Data Engineer,Louisville,KY,3/16/2023,Contract: W2,"$80,000 - $100,000",yearly,80000,100000,90000,dice.com
430,Data Engineer,Factspan Inc,"Data Engineer, Scala, Python, AWS, Spark",,,4/11/2023,Full Time,Depends on Experience,,,,,dice.com
431,Senior/Principal Data Engineer,"ADG Tech Consulting, LLC.","Python, Databricks, Data Engineer, ETL, Data Analysis",Washington D.C.,DC,4/13/2023,Full Time,$70+,hourly,70,,70,dice.com
432,Data Engineer/Architect,"SmallArc, Inc","Snowflake, Fivetran, DBT, Tableau, Data Engineer, Data Architect",Seattle,WA,4/5/2023,Contract: W2,Depends on Experience,,,,,dice.com
433,Sr Cloud Data Engineer,Randstad Technologies,Sr Cloud Data Engineer,,,4/10/2023,Contract: W2,USD80 - USD90,hourly,80000,90000,85000,dice.com
434,Snowflake Data Engineer,AK IT Services Inc,"Snowflake, Data Engineer, ETL, Transformations, Rows",Maryland City,MD,4/4/2023,"Contract: Independent, W2, 6 Month(s)",Depends on Experience,,,,,dice.com
435,Mid-Level Data Engineer,Experis,Mid-Level Data Engineer,Glen Allen,VA,3/22/2023,Full Time,,,,,,dice.com
436,Data Engineer (Flink),Trinity Globaltech,"Data Engineer, Azure, Flink",Dallas,TX,3/29/2023,"Contract: W2, Independent, 12 Month(s)",$60+,hourly,60,,60,dice.com
437,AWS Data Engineer,AdientOne LLC,"AWS, Data Engineer, Data Warehousing, Infrastructure, ETL, Data Integration, Data Infrastructure",,,4/11/2023,"Contract: W2, 18 Month(s)",$70 - $75,yearly,70000,75000,72500,dice.com
438,Data Engineer (Senior Technology Analyst) (JO#5883),Judicial Council of California,Data Engineer,San Francisco,CA,3/20/2023,Full Time,"$87,204 - $130,812",yearly,87204,130812,109008,dice.com
439,Data Engineer/ Architect,"Vision Integration Technologies, Inc.","Data Engineer, Architect, AWS, Databricks",Troy,MI,3/27/2023,Full Time,Depends on Experience,,,,,dice.com
440,"Data Engineer | $130k | Hybrid onsite Columbus, OH",Vaco Technology,Data Engineer,Columbus,OH,4/15/2023,Full Time,,,,,,dice.com
441,Data Engineer,Technovert,"Data Engineering, Data Engineer, SQL, Datastage, ETL, Python, Data Management, Data Manipulation, Data Warehouse, Time Management, Problem - Solving Skills",,,4/12/2023,"Contract: Independent, W2, 12 Month(s)",Depends on Experience,,,,,dice.com
442,Informatica IICS Data Engineer - Hybrid,Randstad Technologies,Informatica IICS Data Engineer,Chicago,IL,4/8/2023,Full Time,"USD110,000 - USD120,000",yearly,110000,120000,115000,dice.com
443,Data Engineer - Spark/Azure (Charlotte) x2,Experis,Data Engineer - Spark/Azure,Charlotte,NC,4/12/2023,Contract: W2,,,,,,dice.com
444,AWS Data Engineer,Neal Analytics LLC,"Data Engineer, Python, SQL, Snowflakes, Dataiku, AWS",,,4/6/2023,Full Time,"$130,000 - $135,000",yearly,130000,135000,132500,dice.com
445,Azure Data Engineer(Power BI),"Activesoft, Inc.","Azure, Data Engineer, Power BI, ETL, Data Integration, Data Migration",Jersey City,NJ,4/5/2023,"Contract: W2, Independent",Depends on Experience,,,,,dice.com
446,Data Engineer - Snowflake & Python,Kaizen Technologies,"Snowflake, Snow Flake, Python, SQL, Data Engineer",Charlotte,NC,4/13/2023,"Contract: Independent, Corp-To-Corp, W2, 12 Month(s)",Depends on Experience,,,,,dice.com
447,"Data Engineer (AWS, Python, SQL)",Randstad Technologies,"Data Engineer (AWS, Python, SQL)",,,4/5/2023,Contract: W2,USD69 - USD70,hourly,69000,70000,69500,dice.com
448,Data Engineer/ Admin (Fulltime),Delviom LLC,"Data Engineer, SQL Administration, Power BI, Tableau, SAS",Fort Worth,TX,4/11/2023,Full Time,Depends on Experience,,,,,dice.com
449,Data Engineer - AWS,Inspire Recruitment Inc.,"Amazon Web Services, Business Intelligence, Data Modeling, Data Warehousing, ETL, Modeling / Data, t-SQL, Data Integration, Data Engineer",,,3/31/2023,Full Time,"$100,000 - $130,000",yearly,100000,130000,115000,dice.com
450,Data Scientist-100% Remote only W2 Allowed,Jade Biz Services,Python,,,3/28/2023,"Contract: W2, 6 month(s)",,,,,,dice.com
451,Data Scientist,"Engage Partners, Inc.",AI,New York,NY,3/27/2023,Full Time,Depends on Experience,,,,,dice.com
452,Data Scientist,Darwin Recruitment,Data Engineering,Chicago,IL,4/15/2023,Full Time,$100000.00 - $120000.00 per annum,yearly,100000,120000,110000,dice.com
453,Data Scientist,ABN TECH CORP,"Python, ML, Arima, Sarima",San Francisco,CA,4/14/2023,"Contract: Corp-To-Corp, W2, Independent, 12 Month(s)",$60 - $70,yearly,60000,70000,65000,dice.com
454,Data Scientist,"Technology Solutions Provider, Inc.","Data Science, Python",,,4/13/2023,Full Time,Depends on Experience,,,,,dice.com
455,Senior Data Scientist with Python,"Pyramid Consulting, Inc.","Data Scientist, Python, AI, ML",Irving,TX,3/16/2023,"Contract: Corp-To-Corp, W2, Independent, 30 Month(s)",$70 - $90,yearly,70000,90000,80000,dice.com
456,Data Scientist w/ MMM or MTA,Randstad Technologies,"Data Scientist ,  MMM or MTA",San Bruno,CA,3/24/2023,Contract: W2,USD60 - USD80,hourly,60000,80000,70000,dice.com
457,"Geospatial Data Scientist, Junior to Senior Level, TS SCI Clearance",EMW Staffing Solutions LLC,Geospatial,Springfield,VA,3/28/2023,Full Time,"$85,000 - $130,000",yearly,85000,130000,107500,dice.com
458,Data Scientist,Denken Solutions,"Classical ML, Statistics Structured, Performance Metrics, Data Pre-Processing, Neural or NLP, AB Testing",,WI,4/14/2023,"Contract: Corp-To-Corp, W2",USD Depends on Experience,,,,,dice.com
459,Remote Job Opportunity: Immediate need for a talented Data Analyst/ Data Scientist.,"Pyramid Consulting, Inc.",Data Analyst,,,4/6/2023,Full Time,"$100,000 - $120,000",yearly,100000,120000,110000,dice.com
460,"Data Scientist, Candidates Must be local to Georgia",Taras Technology LLC,"Data Scientist, NLP, Deep Learning, Text Mining, Probabilistic, Pyspark, Java, Hadoop, Hive, Spark",Alpharetta,GA,4/14/2023,"Contract: Corp-To-Corp, W2, 8 Month(s)",$65 - $70,yearly,65000,70000,67500,dice.com
461,Data Scientist,Amtex System Inc.,"Python, Java, AWS, GCP, C/C++, Data, Perl, BQ, Scientist, Vertex AI",San Jose,CA,4/13/2023,"Contract: Corp-To-Corp, 6 month(s)+",,,,,,dice.com
462,Data Scientist,"Zachary Piper Solutions, LLC",,McLean,VA,4/15/2023,Full Time,,,,,,dice.com
463,Lead Data Scientist,Xcelligen Systems Inc.,"Python, Postgres, Tableau, Oracle, SQL, OCR, AI, Business Intelligence, NLP, ETL, AI",,,3/20/2023,"Contract: Independent, W2, Corp-To-Corp",Depends on Experience,,,,,dice.com
464,"Data Scientist w/database technologies, including Oracle, SAP, DB2, Teradata, SQL Server, SAP HANA, MySQL 100% Remote",Zeektek,"Data Scientist, Python, Teradata, Oracle, SQL Server",,,4/14/2023,"Contract: W2, 6 Month(s)",$70 - $75,yearly,70000,75000,72500,dice.com
465,"Data Scientist - Hybrid onsite (Tampa, FL)",Xoriant Corporation,"Data Science/Data Scientist, ML/ML, NLP, Oracle, Python/R, SQL, Big Data, Data Analyst",Tampa,FL,3/23/2023,"Contract: W2, 12 Month(s)",$80 - $85,yearly,80000,85000,82500,dice.com
466,Data Scientist,Eliassen Group,,Charlotte,NC,4/13/2023,Contract: W2,,,,,,dice.com
467,"Data Scientist (Machine Learning) || Sunnyvale, CA (Onsite from Day1) || Contract",Spar Information Systems,"Python, ML",Sunnyvale,CA,4/14/2023,"Contract: W2, Corp-To-Corp, 12+ Month(s)",,,,,,dice.com
468,Data Scientist,Yash Solutions LLC,"Data Scientist, ML, Python, AWS, Sagemaker, Athena, Glue, SQL",Greenville,SC,2/28/2023,Contract: W2,Depends on Experience,,,,,dice.com
469,Staff Data Scientist,High Country Search Group,"Data Science, Phd, MLops, NLP",New York,NY,4/11/2023,Full Time,"$170,000 - $215,000",yearly,170000,215000,192500,dice.com
470,Data Scientist,IT Concepts Inc,"Statistical Analysis, ML, ML Model, Natural Language Processing, NLP, SQL, Advanced Queries, Python, SAS, R Program, Enterprise Data, Data Manipulation, Data Visualization, Data Analytics, Tableau",Woodlawn,MD,3/2/2023,Full Time,"$100,000 - $140,000",yearly,100000,140000,120000,dice.com
471,Data Scientist,Kforce Technology Staffing,,Cincinnati,OH,4/13/2023,"Contract: W2, Temp",$47 - $51 hourly,hourly,47,51,49,dice.com
472,Data Scientist,Kforce Technology Staffing,,Redmond,WA,4/11/2023,"Contract: W2, Temp",$55 - $70 hourly,hourly,55,70,62.5,dice.com
473,Data Scientist,Peterson Technology Partners,Data Mining,,,3/31/2023,"Contract: W2, Independent, Corp-To-Corp, 12 Month(s)",Depends on Experience,,,,,dice.com
474,Data Analyst- Machine Learning / Data scientist,Purple Drive Technologies LLC,"C+, Clustering, C++, D3.JS",Austin,TX,4/11/2023,Full Time,Depends on Experience,,,,,dice.com
475,AI Data Scientist,Meridianservices LLC.,Data Scientist,Dallas,TX,2/9/2023,Full Time,Depends on Experience,,,,,dice.com
476,Data Scientist - Fulltime,CitiusTech,"Data Science, Elastic Search, Mongodb, Multivariate Testing, Predictive Analytics, Statistical Analysis, Pandas, Pig, Python, Scala, Data Modeling, ML",,,4/11/2023,Full Time,Depends on Experience,,,,,dice.com
477,Data Scientist,Indotronix International Corp,"Analytics, Python, SQL",Portland,OR,4/4/2023,"Contract: W2, 6 Month(s)",$100 - $110,hourly,100000,110000,105000,dice.com
478,Data Scientist,CMCI,"Data Scientist, Business Objects, Cluster Analysis",,,3/6/2023,Full Time,Depends on Experience,,,,,dice.com
479,Data Scientist,Apex Systems,,Richmond,VA,4/6/2023,Full Time,,,,,,dice.com
480,Data Scientist - NLP,ADDSOURCE,"Python, SQL, Kafka, NLP",Jersey City,NJ,4/11/2023,"Contract: Corp-To-Corp, long term",,,,,,dice.com
481,Data Scientist,Motion Recruitment,,Los Angeles,CA,4/7/2023,Full Time,,,,,,dice.com
482,Sr Data Scientist,"ATR International, Inc.",,San Mateo,CA,4/14/2023,Full Time,,,,,,dice.com
483,Contract Data Scientist,ALTA IT Services,"Power BI, Tableau, Cloud Computing, Automated Pipeline Building, Data Modeling, SQL, Python",Cincinnati,OH,4/6/2023,Contract: W2,Up to $80,hourly,,80,80,dice.com
484,,,,,,,,,,,,,dice.com
485,,,,,,,,,,,,,dice.com
486,Data Scientist,Xcelo Group Inc,,Dallas,TX,4/4/2023,"Full Time, Part Time, Contract: W2, Independent, Corp-To-Corp",,,,,,dice.com
487,,,,,,,,,,,,,dice.com
488,Data Scientist,Robert Half,"Python, Computer, SQL, Mathematical",Chicago,IL,4/14/2023,Full Time,$100000.00 to $125000.00 yearly,yearly,100000,125000,112500,dice.com
489,Data Scientist,Dew Software,"Data Scientist, ML, Communication Skills, Data Architecture, Problem - Solving Skills, Python, Data Engineering",,,2/14/2023,Contract: W2,Depends on Experience,,,,,dice.com
490,,,,,,,,,,,,,dice.com
491,,,,,,,,,,,,,dice.com
492,Data Scientist 2,Kforce Technology Staffing,,Redmond,WA,4/10/2023,"Contract: W2, Temp",$40 - $52 hourly,hourly,40,52,46,dice.com
493,Data Scientist,"TSR Consulting Services, Inc.","Python, Matlab, Oracle, SQL, Consulting",Princeton,NJ,4/13/2023,"Contract: Corp-To-Corp, W2, Independent",,,,,,dice.com
494,,,,,,,,,,,,,dice.com
495,,,,,,,,,,,,,dice.com
496,Data Scientist Lead,Wipro Ltd.,,Tampa,FL,4/14/2023,Full Time,,,,,,dice.com
497,Data Scientist,Odesus,"AI, AI, Python, R, SQL, DBMS, SAS, Stata, SPSS, Sagemaker, Tensorflow, Kafka, Spark, Hadoop",Los Angeles,CA,4/10/2023,Full Time,"$120,000 - $175,000",yearly,120000,175000,147500,dice.com
498,Senior Data Scientist,Eliassen Group,,Herndon,VA,4/7/2023,Contract: W2,,,,,,dice.com
499,Lead Data Scientist,Eliassen Group,,Herndon,VA,4/7/2023,Contract: W2,,,,,,dice.com
500,Data Scientist,Jobot,,New York,NY,4/4/2023,Full Time,"$120,000 - $140,000 per year",yearly,120000,140000,130000,dice.com
501,Data Scientist II,Pax8,,Greenwood Village,CO,4/8/2023,Full Time,,,,,,dice.com
502,Data Scientist,Robert Half,"SQL, Excel, Python",Cherry Hill,NJ,4/9/2023,Full Time,$100000.00 to $120000.00 yearly,yearly,100000,120000,110000,dice.com
503,Data Scientist,Motion Recruitment,,Houston ,TX,3/29/2023,Full Time,,,,,,dice.com
504,Data Scientist,Maddisoft,,Houston,TX,3/28/2023,"Full Time, Part Time, Contract: Corp-To-Corp, Independent, W2",,,,,,dice.com
505,Senior Microbiome Data Scientist,Motion Recruitment,,,,4/13/2023,Full Time,,,,,,dice.com
506,Data Scientist,ApTask,"Python, SQL, Bert, NLP",,,4/11/2023,"Contract: Corp-To-Corp, 12 Month(s)",$60 - $70,yearly,60000,70000,65000,dice.com
507,Data Scientist,Apex Systems,,Indianapolis,IN,3/28/2023,Full Time,,,,,,dice.com
508,Data Scientist (Energy Preferred),Jobot,,Herndon,VA,4/12/2023,Full Time,"$140,000 - $170,000 per year",yearly,140000,170000,155000,dice.com
509,Data Scientist (HDIP) - Hybrid,Irvine Technology Corporation (ITC),,Los Angeles,CA,4/11/2023,Full Time,"USD120,000 - USD175,000",yearly,120000,175000,147500,dice.com
510,,,,,,,,,,,,,dice.com
511,Data Scientist Advisor,Kforce Technology Staffing,,Fairfax,VA,4/3/2023,"Contract: W2, Temp",$59.50 - $80.50 hourly,hourly,59.5,80.5,70,dice.com
512,Data Scientist,E-Deft,,,,3/28/2023,"Contract: Corp-To-Corp, Independent, W2",,,,,,dice.com
513,Data Scientist Senior,SAIC,"Research, Laboratory, Modeling, Computer, Engineering, Python, Security",Monterey,CA,4/13/2023,Full Time,,,,,,dice.com
514,Data Scientist,Novateur Technologies Inc.,"Statistical Modeling, Bayesian Model, Impact Model",Dallas,TX,4/4/2023,"Contract: W2, Independent, Corp-To-Corp, 6 Month(s)",Depends on Experience,,,,,dice.com
515,AVP & Data Scientist,Travelers,,Hartford,CT,4/12/2023,Full Time,"$164,600.00 - $271,500.00",yearly,164600,271500,218050,dice.com
516,,,,,,,,,,,,,dice.com
517,,,,,,,,,,,,,dice.com
518,Data Scientist,Global Data Consultants,,Carlisle,PA,3/24/2023,Full Time,,,,,,dice.com
519,Scientific - Data Scientist,Net2Source Inc.,,Lawrenceville,NJ,4/12/2023,"Contract: W2, Independent, 8+ mo(s)",$1 - $64.28 hr,hourly,1,64.28,32.64,dice.com
520,Senior Data Scientist,Aerospace Corporation,,Chantilly,VA,4/6/2023,Full Time,,,,,,dice.com
521,Data Scientist (TS/SCI with Full Scope Poly),Jefferson Frank,"AI, ML, Data",Falls Church,VA,4/12/2023,Full Time,$200000 - $220000 per annum,yearly,200000,220000,210000,dice.com
522,Sr. Data Scientist,Atyeti,"Python, AWS, Scala, Spark",Washington D.C.,DC,4/10/2023,"Contract: W2, Corp-To-Corp, Independent, 24 Month(s)",$70 - $80,yearly,70000,80000,75000,dice.com
523,Sr. Data Scientist,Atyeti,"Python, Scala, Spark, ML, AWS",,,4/10/2023,"Contract: W2, Independent",Depends on Experience,,,,,dice.com
524,Sr. Data Scientist I,Pax8,,Greenwood Village,CO,4/8/2023,Full Time,,,,,,dice.com
525,Data Scientist,TEKHiring,ML,Austin,TX,3/17/2023,"Contract: Independent, W2, 1 Year(s)",$40 - $50,yearly,40000,50000,45000,dice.com
526,Data Scientist,Robert Half,"Python, Mathematical",Johnston,IA,4/4/2023,"Contract: Independent, W2",,,,,,dice.com
527,Sr Data Scientist,W3Global,"ML, Python, SQL, Neural Networks, (Natural Language Processing/Computer Vision), Tensorflow, Pytorch, Sklearn, Rest APIs, Docker/Kubernetes, Azure/AWS Clouds",Santa Clara,CA,4/12/2023,Full Time,USD120000.0/ANNUAL - USD160000.0/ANNUAL,yearly,120000,160000,140000,dice.com
